product,description,review,rating,price,num_ratings,num_reviews,ram_gb,storage_gb,display_inch,camera_mp,battery_mah,warranty_years
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Navy, 128 GB)",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion BatterySnapdragon 888 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"1,39,813 Ratings & 13,126 Reviews",4.3,45999.0,813.0,126.0,8.0,128.0,6.4,50.0,4500.0,1.0
"Xiaomi 12 Pro 5G (Couture Blue, 256 GB)",12 GB RAM | 256 GB ROM17.09 cm (6.73 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera4600 mAh Lithium Polymer BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"1,060 Ratings & 120 Reviews",4.1,41999.0,60.0,120.0,12.0,256.0,6.73,50.0,4600.0,1.0
"SAMSUNG S7 (Gold Platinum, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 200 GB12.95 cm (5.1 inch) Quad HD Display12MP Rear Camera | 5MP Front Camera3000 mAh Li-Ion BatteryExynos 8890 Octa Core 2.3GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"17,615 Ratings & 3,068 Reviews",4.4,46000.0,615.0,68.0,4.0,32.0,5.1,12.0,3000.0,1.0
"Google Pixel 8 (Rose, 128 GB)",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 10.5MP Front Camera4575 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,"17,932 Ratings & 1,405 Reviews",4.4,44999.0,932.0,405.0,8.0,128.0,6.2,50.0,4575.0,1.0
"SAMSUNG Galaxy S23 5G (Lavender, 256 GB)",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"36,671 Ratings & 2,486 Reviews",4.6,49999.0,671.0,486.0,8.0,256.0,6.1,50.0,3900.0,1.0
"Google Pixel 8 (Obsidian, 128 GB)",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 10.5MP Front Camera4575 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,"17,932 Ratings & 1,405 Reviews",4.4,44999.0,932.0,405.0,8.0,128.0,6.2,50.0,4575.0,1.0
"Apple iPhone 11 (Black, 128 GB)",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,"1,43,053 Ratings & 7,649 Reviews",4.6,48900.0,53.0,649.0,8.0,128.0,6.1,50.0,5000.0,1.0
"IQOO 3 (Quantum Silver, 256 GB)","8 GB RAM | 256 GB ROM16.36 cm (6.44 inch) Full HD+ Display48MP + 13MP + 13MP + 2MP | 16MP Front Camera4440 mAh Li-ion BatteryQualcomm Snapdragon 865 ProcessorIn-Display Fingerprint Sensor, Monster Touch Buttons55 W Super Flash ChargeSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and Accessories","18,217 Ratings & 2,836 Reviews",4.5,40990.0,217.0,836.0,8.0,256.0,6.44,50.0,4440.0,1.0
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Graphite, 128 GB)",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion BatterySnapdragon 888 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"11,608 Ratings & 947 Reviews",4.4,45999.0,608.0,947.0,8.0,128.0,6.4,50.0,4500.0,1.0
"Apple 12 (White, 64 GB)","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.","52,421 Ratings & 3,556 Reviews",4.6,48900.0,421.0,556.0,8.0,64.0,6.1,50.0,5000.0,1.0
"SAMSUNG Galaxy A56 5G (Awesome Graphite, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 5MP | 12MP Front Camera5000 mAh BatterySamsung Exynos 1580 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,57 Ratings & 4 Reviews,4.6,44695.0,57.0,4.0,8.0,128.0,6.7,50.0,5000.0,1.0
"SAMSUNG A52s 5G (Awesome Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera4500 mAh Li-ion BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,"1,036 Ratings & 127 Reviews",4.2,40999.0,36.0,127.0,8.0,128.0,6.5,50.0,4500.0,1.0
"Google Pixel 6a (Chalk, 128 GB)",6 GB RAM | 128 GB ROM15.6 cm (6.14 inch) Full HD+ Display12.2MP + 12MP | 8MP Front Camera4410 mAh BatteryGoogle Tensor Processor1 Year Brand Warranty,"75,409 Ratings & 8,533 Reviews",4.3,43999.0,409.0,533.0,6.0,128.0,6.14,50.0,4410.0,1.0
"Apple iPhone 12 (Blue, 64 GB)","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.","1,59,663 Ratings & 10,377 Reviews",4.6,48900.0,663.0,377.0,8.0,64.0,6.1,50.0,5000.0,1.0
"Google Pixel 8 (Hazel, 128 GB)",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 10.5MP Front Camera4575 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,"17,932 Ratings & 1,405 Reviews",4.4,44999.0,932.0,405.0,8.0,128.0,6.2,50.0,4575.0,1.0
"SAMSUNG Galxy A56 5G (Awesome Olive, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 5MP | 12MP Front Camera5000 mAh BatterySamsng Exynos 1580 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,,4.3572151898734175,41999.0,0.0,0.0,8.0,128.0,6.7,50.0,5000.0,1.0
"IQOO Neo 9 Pro (Fiery Red, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year on Handset and 6 Months on Accessories,199 Ratings & 14 Reviews,4.6,41500.0,199.0,14.0,8.0,256.0,6.78,50.0,5160.0,1.0
"Google Pixel 7 Pro (Obsidian, 128 GB)",12 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 48MP + 12MP | 10.8MP Front Camera4926 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,"7,326 Ratings & 904 Reviews",4.3,44999.0,326.0,904.0,12.0,128.0,6.7,50.0,4926.0,1.0
"Xiaomi 12 Pro 5G (Noir Black, 256 GB)",12 GB RAM | 256 GB ROM17.09 cm (6.73 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera4600 mAh Lithium Polymer BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"1,060 Ratings & 120 Reviews",4.1,41999.0,60.0,120.0,12.0,256.0,6.73,50.0,4600.0,1.0
"Google Pixel 7 Pro (Hazel, 128 GB)",12 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 48MP + 12MP | 10.8MP Front Camera4926 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,"7,326 Ratings & 904 Reviews",4.3,44999.0,326.0,904.0,12.0,128.0,6.7,50.0,4926.0,1.0
"realme X50 Pro (Moss Green, 256 GB)",12 GB RAM | 256 GB ROM16.36 cm (6.44 inch) Full HD+ Display64MP + 12MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera4200 mAh Battery5G PhoneQualcomm Snapdragon 865 Processor65W Superdart ChargeBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"1,673 Ratings & 186 Reviews",4.4,47999.0,673.0,186.0,12.0,256.0,6.44,50.0,4200.0,1.0
"Motorola Edge 30 Fusion (Cosmic grey, 128 GB)",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP + 2MP | 32MP Front Camera4400 mAh Lithium BatteryQualcomm Snapdragon 888 + Processor1 Year on Handset and 6 Months on Accessories,"6,348 Ratings & 891 Reviews",4.2,42999.0,348.0,891.0,8.0,128.0,6.55,50.0,4400.0,1.0
"SAMSUNG A73 5G (Awesome Gray, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,"1,378 Ratings & 173 Reviews",4.2,41999.0,378.0,173.0,8.0,128.0,6.7,50.0,5000.0,1.0
"Apple iPhone 8 Plus (Gold, 64 GB)","64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year","3,155 Ratings & 316 Reviews",4.6,49900.0,155.0,316.0,8.0,64.0,5.5,50.0,5000.0,1.0
"LG G Pro 2 (Titan, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 64 GB14.99 cm (5.9 inch) Full HD Display13MP Rear Camera | 2.1MP Front Camera3200 mAh BatteryQualcomm MSM8974 Snapdragon 800 Krait 400 Processor1 Year Manufacturer Warranty,243 Ratings & 72 Reviews,4.5,42021.0,243.0,72.0,3.0,16.0,5.9,13.0,3200.0,1.0
"Apple iPhone 8 Plus (Silver, 64 GB)","64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year","3,155 Ratings & 316 Reviews",4.6,49900.0,155.0,316.0,8.0,64.0,5.5,50.0,5000.0,1.0
"Google Pixel 6a (Charcoal, 128 GB)",6 GB RAM | 128 GB ROM15.6 cm (6.14 inch) Full HD+ Display12.2MP + 12MP | 8MP Front Camera4410 mAh BatteryGoogle Tensor Processor1 Year Brand Warranty,"75,409 Ratings & 8,533 Reviews",4.3,43999.0,409.0,533.0,6.0,128.0,6.14,50.0,4410.0,1.0
"Apple iPhone SE (Red, 128 GB)","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.","78,397 Ratings & 6,109 Reviews",4.5,44900.0,397.0,109.0,8.0,128.0,4.7,12.0,5000.0,1.0
"Apple iPhone 8 Plus (Space Grey, 64 GB)","64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year","3,155 Ratings & 316 Reviews",4.6,49900.0,155.0,316.0,8.0,64.0,5.5,50.0,5000.0,1.0
"Apple Phone SE (Black, 128 GB)","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.","6,414 Ratings & 443 Reviews",4.4,44900.0,414.0,443.0,8.0,128.0,4.7,12.0,5000.0,1.0
"Apple SE 3rd Gen (Product (Red), 64 GB)","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",405 Ratings & 41 Reviews,4.4,47600.0,405.0,41.0,8.0,64.0,4.7,12.0,5000.0,1.0
"Apple iPhone XR (Yellow, 64 GB) (Includes EarPods, Power Adapter)",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,"63,992 Ratings & 5,233 Reviews",4.6,47900.0,992.0,233.0,8.0,64.0,6.1,12.0,5000.0,1.0
"Apple iPhone XR (White, 64 GB) (Includes EarPods, Power Adapter)",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,"28,715 Ratings & 2,476 Reviews",4.6,47900.0,715.0,476.0,8.0,64.0,6.1,12.0,5000.0,1.0
"realme GT 6 (Fluid Silver, 512 GB)",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4,200 Ratings & 480 Reviews",4.5,37999.0,200.0,480.0,16.0,512.0,6.78,50.0,5500.0,1.0
"realme 14 Pro+ 5G (Suede Grey, 512 GB)",12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"3,026 Ratings & 428 Reviews",4.4,37999.0,26.0,428.0,12.0,512.0,6.83,50.0,6000.0,1.0
"vivo V50 5G (Rose Red, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,"2,385 Ratings & 259 Reviews",4.5,36999.0,385.0,259.0,8.0,256.0,6.77,50.0,6000.0,1.0
"OnePlus 12R (Sunset Dune, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Brand Warranty,"6,955 Ratings & 453 Reviews",4.5,35900.0,955.0,453.0,8.0,256.0,6.78,50.0,5500.0,1.0
"Xiaomi 14 CIVI (Cruise Blue, 256 GB)",8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"1,298 Ratings & 161 Reviews",4.3,39999.0,298.0,161.0,8.0,256.0,6.55,50.0,4700.0,1.0
"realme GT 6 (Razor Green, 512 GB)",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4,200 Ratings & 480 Reviews",4.5,39999.0,200.0,480.0,16.0,512.0,6.78,50.0,5500.0,1.0
"realme 14 Pro+ 5G (Pearl White, 512 GB)",12 GB RAM | 512 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"3,026 Ratings & 428 Reviews",4.4,37999.0,26.0,428.0,12.0,512.0,6.83,50.0,6000.0,1.0
"vivo V50 5G (Starry Night, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,"2,385 Ratings & 259 Reviews",4.5,36999.0,385.0,259.0,8.0,256.0,6.77,50.0,6000.0,1.0
"realme GT 6 (Razor Green, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,965 Ratings & 97 Reviews,4.5,35999.0,965.0,97.0,12.0,256.0,6.78,50.0,5500.0,1.0
"OPPO Reno13 5G (Luminous Blue, 256 GB)",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"2,501 Ratings & 350 Reviews",4.4,39999.0,501.0,350.0,8.0,256.0,6.59,50.0,5600.0,1.0
"OnePlus Nord 4 5G (Mercurial Silver, 256 GB)",12 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year,424 Ratings & 19 Reviews,4.5,30758.0,424.0,19.0,12.0,256.0,6.74,50.0,5500.0,1.0
"IQOO NEO9 PRO (Fiery Red, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,591 Ratings & 38 Reviews,4.5,32899.0,591.0,38.0,8.0,128.0,6.78,50.0,5160.0,1.0
"vivo V50 5G (Titanium Grey, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories,"2,385 Ratings & 259 Reviews",4.5,36999.0,385.0,259.0,8.0,256.0,6.77,50.0,6000.0,1.0
"Mi 10T (Lunar Silver, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,"3,859 Ratings & 476 Reviews",4.1,42999.0,859.0,476.0,8.0,128.0,6.67,50.0,5000.0,1.0
"IQOO 9T 5G (ALPHA, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera4700 mAh Battery1 Year,101 Ratings & 11 Reviews,4.1,45799.0,101.0,11.0,8.0,128.0,6.78,50.0,4700.0,1.0
"SAMSUNG Galaxy A36 5G (Awesome Lavender, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,21 Ratings & 3 Reviews,4.2,36999.0,21.0,3.0,12.0,256.0,6.7,50.0,5000.0,1.0
"Xiaomi 14 CIVI (Shadow Black, 256 GB)",8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"1,298 Ratings & 161 Reviews",4.3,39999.0,298.0,161.0,8.0,256.0,6.55,50.0,4700.0,1.0
"vivo V30 Pro 5G (Andaman Blue, 512 GB)",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"2,204 Ratings & 257 Reviews",4.5,39999.0,204.0,257.0,12.0,512.0,6.78,50.0,5000.0,1.0
"vivo V30 Pro 5G (Classic Black, 512 GB)",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"2,204 Ratings & 257 Reviews",4.5,39999.0,204.0,257.0,12.0,512.0,6.78,50.0,5000.0,1.0
"SAMSUNG Galaxy A36 5G (Awesome Lavender, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,78 Ratings & 6 Reviews,4.3,33999.0,78.0,6.0,8.0,256.0,6.7,50.0,5000.0,1.0
"Xiaomi 14 CIVI (Matcha Green, 256 GB)",8 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"1,298 Ratings & 161 Reviews",4.3,39999.0,298.0,161.0,8.0,256.0,6.55,50.0,4700.0,1.0
"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"1,414 Ratings & 124 Reviews",4.4,34999.0,414.0,124.0,8.0,128.0,6.6,50.0,5000.0,1.0
"OnePlus 12R (Iron Gray, 256 GB)","8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Warranty
1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase","6,955 Ratings & 453 Reviews",4.5,37990.0,955.0,453.0,8.0,256.0,6.78,50.0,5500.0,1.0
"SAMSUNG Galaxy A55 5G (Awesome Navy, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"1,414 Ratings & 124 Reviews",4.4,36999.0,414.0,124.0,8.0,256.0,6.6,50.0,5000.0,1.0
"SAMSUNG Galaxy A36 5G (Awesome White, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,78 Ratings & 6 Reviews,4.3,33999.0,78.0,6.0,8.0,256.0,6.7,50.0,5000.0,1.0
"SAMSUNG Galaxy S23 FE (Mint, 256 GB)",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"69,887 Ratings & 4,312 Reviews",4.4,37999.0,887.0,312.0,8.0,256.0,6.4,50.0,4500.0,1.0
"SAMSUNG Galaxy S23 FE (Graphite, 256 GB)",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"69,887 Ratings & 4,312 Reviews",4.4,37999.0,887.0,312.0,8.0,256.0,6.4,50.0,4500.0,1.0
"realme GT 6T 5G (Fluid Silver, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year,946 Ratings & 89 Reviews,4.5,29735.0,946.0,89.0,12.0,256.0,6.78,50.0,5500.0,1.0
"vivo V40 5G (Ganges Blue, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"8,284 Ratings & 871 Reviews",4.5,36999.0,284.0,871.0,8.0,256.0,6.78,50.0,5500.0,1.0
"SAMSUNG Galaxy S23 FE (Purple, 256 GB)",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatteryExynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"69,887 Ratings & 4,312 Reviews",4.4,37999.0,887.0,312.0,8.0,256.0,6.4,50.0,4500.0,1.0
"IQOO Neo9 Pro (Conqueror Black, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,591 Ratings & 38 Reviews,4.5,32999.0,591.0,38.0,8.0,128.0,6.78,50.0,5160.0,1.0
"REDMI Note-14 Pro+ 5G (Spectre Blue, 512 GB)",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,14 Ratings & 0 Reviews,4.6,36363.0,14.0,0.0,12.0,512.0,6.67,50.0,6200.0,1.0
"OPPO Reno13 5G (Blue, 128 GB)",8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"2,501 Ratings & 350 Reviews",4.4,37999.0,501.0,350.0,8.0,128.0,6.59,50.0,5600.0,1.0
"OPPO Reno13 5G (Ivory White, 256 GB)",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"2,501 Ratings & 350 Reviews",4.4,39999.0,501.0,350.0,8.0,256.0,6.59,50.0,5600.0,1.0
"OPPO Reno8T 5G (Midnight Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera4800 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 Processor67W SUPERVOOC TM Charger I Dual Stereo Speakers120Hz 3D Curved AMOLED Screen1 Year on Handset and 6 Months on Accessories,"17,801 Ratings & 1,466 Reviews",4.3,38999.0,801.0,466.0,8.0,128.0,6.7,50.0,4800.0,1.0
